locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM
b0970,yccA,yccA,modulator of FtsH protease,Function unknown,"RpoD,CpxR",P0AAC6,1030759,1031418,-,False,False,False,False,True,True,False,False,False,,,False,True,9.930165643,9.475824878,0.6445678893914076,True
b0972,hyaA,hyaA,hydrogenase 1 small subunit,Energy production and conversion,"RpoD,RpoS,Fis,NarP,NarL,AppY,YdeO,ArcA,IscR",P69739,1032139,1033257,+,False,False,True,True,True,True,False,False,False,0.0,,True,True,1.1410004885,1.170939462,0.9561213833388,True
b0973,hyaB,hyaB,hydrogenase 1 large subunit,Energy production and conversion,"RpoD,RpoS,Fis,NarP,NarL,AppY,YdeO,ArcA,IscR",P0ACD8,1033254,1035047,+,False,False,True,True,True,True,False,False,False,1.0,,True,True,0.9799162045,1.312473934,0.9159617767697898,True
b0974,hyaC,hyaC,hydrogenase 1 cytochrome b subunit,Energy production and conversion,"RpoD,RpoS,Fis,NarP,NarL,AppY,YdeO,ArcA,IscR",P0AAM1,1035066,1035773,+,False,False,True,True,True,True,False,False,False,,,False,True,1.4377727185000002,1.873418758,0.728902489029017,True
b0975,hyaD,hyaD,putative hydrogenase 1 maturation protease HyaD,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoS,Fis,NarP,NarL,AppY,YdeO,ArcA,IscR",P19930,1035770,1036357,+,False,False,False,False,True,True,False,True,False,,,False,True,2.2273646745,2.518190086,0.6686317086833998,True
b0976,hyaE,hyaE,putative HyaA chaperone,Function unknown,"RpoD,RpoS,Fis,NarP,NarL,AppY,YdeO,ArcA,IscR",P19931,1036354,1036752,+,False,False,False,False,True,True,False,True,False,,,False,True,1.6469791615,2.1399756126253564,0.7532270816710466,True
b0977,hyaF,hyaF,protein HyaF,Energy production and conversion,"RpoD,RpoS,Fis,NarP,AppY,NarL,YdeO,ArcA,IscR",P19932,1036749,1037606,+,False,False,False,False,True,True,False,True,False,,,False,True,1.817380218,2.190163208,0.5874648339252001,True
b0978,appC,appC;cbdA;cyxA,cytochrome bd-II ubiquinol oxidase subunit I,Energy production and conversion,"RpoD,RpoS,ArcA,AppY,YdeO",P26459,1037740,1039284,+,False,False,True,True,True,True,False,False,False,,,False,True,4.0604642295,2.844426367,0.9534471005933997,True
b0979,appB,appB;cbdB;cyxB,cytochrome bd-II ubiquinol oxidase subunit II,Energy production and conversion,"RpoD,YidZ,RpoS,ArcA,AppY,YdeO",P26458,1039296,1040432,+,False,False,True,True,True,True,False,False,False,,,False,True,3.843950635,2.9663584060000003,0.9739132045482,True
b4592,appX,appX;yccB,small protein AppX,No COG annotation,,P24244,1040445,1040537,+,False,False,False,False,False,False,False,True,False,,,False,False,3.107380819162046,3.3936893564627058,1.330533221194076,False
b0980,appA,appA,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase,Function unknown,"RpoD,RpoS,ArcA,AppY,YdeO,ppGpp",P07102,1040617,1041915,+,False,False,True,True,True,False,False,False,False,10.0,,True,True,3.9793487775,3.834989594760089,0.8286843917533075,True
b0981,etk,etk;yccC,protein-tyrosine kinase Etk,"Cell cycle control, cell division, chromosome partitioning",,P38134,1042030,1044210,-,False,False,False,False,True,False,False,False,False,,,False,True,4.0854139620000005,3.917634316,0.5417989466357997,False
b0982,etp,etp;yccY,phosphotyrosine-protein phosphatase,Signal transduction mechanisms,,P0ACZ2,1044230,1044676,-,False,False,False,False,True,False,False,False,False,,,False,True,2.9639509605,3.079357842,0.8382340129296004,False
b0983,gfcE,gfcE;yccZ,putative exopolysaccharide export lipoprotein GfcE,Cell wall/membrane/envelope biogenesis,,P0A932,1044664,1045803,-,False,False,False,False,True,False,False,True,False,,,False,True,3.002394228,2.531825628,0.7126157730803997,False
b0984,gfcD,gfcD;ymcA,putative lipoprotein GfcD,Cell wall/membrane/envelope biogenesis,,P75882,1045849,1047945,-,False,False,False,False,True,False,False,True,False,,,False,True,1.6732313355,1.7855652480000002,0.5532977759010778,False
b0985,gfcC,gfcC;ymcB,capsule biosynthesis GfcC family protein,Function unknown,"YcjW,ppGpp",P75883,1047945,1048691,-,False,False,False,False,True,False,False,True,False,,,False,True,2.1360374585,1.835625017,0.738432108708941,False
b0986,gfcB,gfcB;ymcC,lipoprotein GfcB,Cell wall/membrane/envelope biogenesis,,P75884,1048688,1049332,-,False,False,False,False,True,False,False,True,False,,,False,True,2.384630161,1.77085255,0.8098596271710001,False
b0987,gfcA,gfcA;ymcD,threonine-rich inner membrane protein GfcA,No COG annotation,"RpoD,YjjQ",P75885,1049439,1049744,-,False,False,False,False,False,False,False,True,False,,,False,True,3.9226898765,3.272507312,0.8326376693964005,True
b4516,insA-4,insA4,IS1 protein InsA,"Replication, recombination and repair",,P0CF08,1049833,1050108,+,False,False,False,False,False,False,False,False,False,,,False,True,1.318398008,0.5728018979999999,0.8492360939747998,True
b0988,insB-4,insB4,IS1 protein InsB,"Replication, recombination and repair",,P57998,1050027,1050530,+,False,False,False,False,False,False,False,False,False,,,False,True,0.703931729,0.891758735,0.7063070684166,True
b0989,cspH,cspH;cspK,CspA family protein CspH,Transcription,,P0A982,1050963,1051175,-,False,False,False,False,False,False,False,True,False,,,False,True,1.9616726415,1.4945073130000002,1.4007440750309994,True
b0990,cspG,cspG;cspI,cold shock protein CspG,Transcription,,P0A978,1051461,1051673,+,False,False,False,False,False,False,False,True,True,,363.0,True,True,4.610557933000001,4.585389205,1.777906112683024,True
b4723,ymcF,,protein YmcF,No COG annotation,,UPI0008FB6AA5,1051684,1051872,+,False,False,False,False,False,False,False,True,False,,,False,True,2.2476864560000003,2.66110593,1.6604687836926002,True
b0991,ymcE,ymcE;sfa,protein YmcE,Function unknown,,P0AAA5,1051847,1052077,+,False,False,False,False,False,False,False,True,False,,,False,True,5.3744348425,3.554950398,2.405309887801801,True
b4517,gnsA,gnsA;yccL,putative phosphatidylethanolamine synthesis regulator GnsA,Function unknown,"RpoD,RpoN",P0AC92,1052067,1052240,+,False,False,False,False,False,False,False,True,False,989.5,,True,True,5.97850085,6.512284056066058,1.1180888417971375,True
b0992,yccM,yccM,putative 4Fe-4S membrane protein,Energy production and conversion,Nac,P52636,1052289,1053362,-,False,False,False,False,False,False,False,True,False,,,False,True,1.4993010265,1.805461095,0.6804386354471997,True
b0993,torS,torS;yccI,sensory histidine kinase TorS,Signal transduction mechanisms,YbiH,P39453,1053434,1056178,-,False,False,False,False,False,False,False,False,False,,,False,True,2.251396148,2.359648007,0.4835621117376004,False
b0994,torT,torT;yccH,periplasmic trimethylamine-N-oxide binding protein,Carbohydrate transport and metabolism,IscR,P38683,1056261,1057289,+,False,False,False,False,False,False,False,False,False,,,False,True,2.716395398,2.642616756,0.7056744760966883,False
b0995,torR,torR,DNA-binding transcriptional dual regulator TorR,Transcription,"RpoD,TorR",P38684,1057262,1057954,-,False,False,False,False,False,False,False,False,False,,,False,True,4.935763002,4.775073339,0.6082487153987994,False
b0996,torC,torC,cytochrome c menaquinol dehydrogenase TorC,Energy production and conversion,"RpoD,NarL,TorR",P33226,1058084,1059256,+,False,False,True,True,False,False,False,False,False,,,False,True,0.8515853105,0.8623042340000001,0.4431448834554001,False
b0997,torA,torA,trimethylamine N-oxide reductase 1,Energy production and conversion,"RpoD,NarL,TorR,Nac",P33225,1059256,1061802,+,False,False,True,True,False,False,False,False,False,,,False,True,1.966676325,2.0116283740000003,0.5437376418389999,False
b0998,torD,torD,trimethylamine-N-oxide reductase-specific chaperone,"Post-translational modification, protein turnover,and chaperones","RpoD,YidZ,YeiE,NarL,TorR",P36662,1061799,1062398,+,False,False,False,True,False,False,False,False,False,,,False,True,2.0183866905,2.597885684,0.4736917822980001,False
b0999,cbpM,cbpM;yccD,chaperone modulator CbpM,Transcription,"RpoD,RpoS,Fis,ppGpp",P63264,1062550,1062855,-,False,False,False,False,False,False,False,False,False,,,False,True,7.288775402499999,6.195848675,1.2026082382943994,True
b1000,cbpA,cbpA,curved DNA-binding protein,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoS,Fis,ppGpp",P36659,1062855,1063775,-,False,False,False,False,False,False,False,False,True,128.5,218.0,True,True,7.331084927,6.933865571,1.2180548754108005,True
b1001,yccE,yccE,uncharacterized protein YccE,No COG annotation,RpoH,P36661,1064036,1065292,+,False,False,False,False,False,False,False,True,False,,,False,True,1.7125986055,1.4063385778146695,0.6722130612095709,True
b1002,agp,agp,glucose-1-phosphatase,Function unknown,"Crp,ppGpp",P19926,1065585,1066826,+,False,False,True,True,False,False,False,False,True,1067.0,225.0,True,True,5.865416982499999,5.56021325,1.5321148666320008,True
b1003,yccJ,yccJ,PF13993 family protein YccJ,Function unknown,"RpoS,ppGpp,CsgD",P0AB14,1066864,1067091,-,False,False,False,False,False,False,False,True,True,2509.5,197.0,True,True,9.261813096,8.42214891,1.579559086425339,True
b1004,wrbA,wrbA,NAD(P)H:quinone oxidoreductase,Function unknown,"oxyS,YdcI,RpoS,ppGpp,CsgD,Nac",P0A8G6,1067112,1067708,-,False,False,True,False,False,False,False,False,True,7073.0,1392.0,True,True,9.1023708125,8.493946306,1.7803998618629997,True
b4518,ymdF,ymdF,conserved protein YmdF,No COG annotation,,P56614,1068081,1068254,+,False,False,False,False,False,False,False,True,False,,,False,True,5.2553176645,5.480966873,1.5175244784588005,True
b1006,rutG,rutG;ycdG,pyrimidine:H(+) symporter,Nucleotide transport and metabolism,"PhoP,NtrC,RpoN,ArcA,RutR",P75892,1068511,1069839,-,False,False,True,True,False,False,False,False,False,,,False,True,2.744979441,2.702985169,0.5241270573882001,True
b1007,rutF,rutF;ycdH,flavin reductase,Energy production and conversion,"PhoP,NtrC,RpoN,ArcA,RutR",P75893,1069860,1070354,-,False,False,True,True,False,False,False,False,False,,,False,True,1.1702665455,1.629110255,0.7267368722855178,True
b1008,rutE,rutE;ycdI,putative malonic semialdehyde reductase,Energy production and conversion,"PhoP,NtrC,RpoN,ArcA,RutR",P75894,1070365,1070955,-,False,False,True,True,False,False,False,True,False,,,False,True,1.535595302,1.062721313,0.618784185574605,True
b1009,rutD,rutD;ycdJ,putative aminoacrylate hydrolase,Nucleotide transport and metabolism,"PhoP,NtrC,RpoN,ArcA,RutR",P75895,1070965,1071765,-,False,False,True,True,False,False,False,True,False,,,False,True,0.9146514325,0.952723696,0.6094247581968,True
b1010,rutC,rutC;ycdK,putative aminoacrylate peracid reductase,"Translation, ribosomal structure and biogenesis","PhoP,NtrC,RpoN,ArcA,RutR",P0AFQ5,1071773,1072159,-,False,False,True,True,False,False,False,True,False,,,False,True,1.370207693,1.155325481,0.7280547733241999,True
b1011,rutB,rutB;ycdL,peroxyureidoacrylate/ureidoacrylate amidohydrolase,"Secondary metabolites biosynthesis, transport, and catabolism","PhoP,NtrC,RpoN,ArcA,RutR,Nac",P75897,1072171,1072863,-,False,False,True,True,False,False,False,False,False,,,False,True,0.96275045,0.690402008,0.5449332238224002,True
b1012,rutA,rutA;ycdM,pyrimidine oxygenase,Nucleotide transport and metabolism,"PhoP,RpoN,NtrC,ArcA,RutR",P75898,1072863,1074011,-,False,False,True,True,False,False,False,False,False,,,False,True,1.40404053,0.869946922,0.5359704131166,True
b1013,rutR,rutR;ycdC,DNA-binding transcriptional dual regulator RutR,Transcription,"RpoD,YeiE,RpoE,ppGpp,RutR",P0ACU2,1074242,1074880,+,False,False,False,False,False,False,False,False,False,,,False,True,5.219547293,4.650371966,0.4563127880934007,False
b1014,putA,putA;poaA,fused DNA-binding transcriptional repressor/proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase PutA,Transcription,"RpoD,YeiE,YbaQ,MarA,BasR,ppGpp,PutA,ArcA",P09546,1074920,1078882,-,False,False,True,True,False,False,False,False,True,125.5,137.0,True,True,4.31755134,4.579074991000001,0.8790229382583719,True
b4737,ymdG,,protein YmdG,No COG annotation,,UPI0001F8DAAC,1079024,1079146,+,False,False,False,False,False,False,False,False,False,,,False,True,1.972540777,1.428786448,1.6001238457847995,True
b1015,putP,putP,proline:Na(+) symporter,Inorganic ion transport and metabolism,"RpoD,YeiE,Crp,PutA,ArcA",P07117,1079305,1080813,+,False,False,True,True,False,False,False,False,True,79.5,143.0,True,True,6.420004284000001,5.98386113,0.9235973855052008,False
b4490,efeU,efeU;ycdN,inactive ferrous iron permease EfeU%2C N-terminal fragment,No COG annotation,"RpoD,CpxR",,1081356,1082185,+,False,False,False,False,False,False,True,False,False,,,False,True,6.975252608,6.482378991,1.3169274560400004,True
b1018,efeO,efeO;ycdO,ferrous iron transport system protein EfeO,Inorganic ion transport and metabolism,,P0AB24,1082243,1083370,+,False,False,False,False,False,False,False,False,True,544.0,693.0,True,True,7.805959855499999,6.527027,1.3611170206577974,True
b1019,efeB,efeB;ycdB,heme-containing peroxidase/deferrochelatase,Inorganic ion transport and metabolism,,P31545,1083376,1084647,+,False,False,True,False,False,False,False,False,False,,,False,True,6.769054425,5.539252567,1.321885559352057,True
b1020,phoH,phoH;psiH,ATP-binding protein PhoH,Signal transduction mechanisms,"RpoD,ppGpp,PhoB,Lrp,Nac,GlaR,ArcA",P0A9K1,1084992,1086056,+,False,False,False,False,False,False,False,True,False,,,False,True,7.549368987499999,6.349328637999999,2.063262355261801,True
b1021,pgaD,pgaD;ycdP,poly-N-acetyl-D-glucosamine synthase subunit PgaD,Function unknown,"ppGpp,OmpR,NhaR,CsrA",P69432,1086106,1086519,-,False,False,True,False,False,False,False,False,False,,,False,True,2.515141944,2.631417989,0.8625288305675997,False
b1022,pgaC,pgaC;ycdQ,poly-N-acetyl-D-glucosamine synthase subunit PgaC,Cell wall/membrane/envelope biogenesis,"OmpR,NhaR,CsrA",P75905,1086521,1087846,-,False,False,True,False,False,False,False,False,False,,,False,True,1.7032291325,1.5043579813420331,0.7214036998600086,False
b1023,pgaB,pgaB;ycdR,poly-beta-1%2C6-N-acetyl-D-glucosamine N-deacetylase and beta-1%2C6 glycoside hydrolase,Cell wall/membrane/envelope biogenesis,"OmpR,NhaR,CsrA",P75906,1087839,1089857,-,False,False,False,False,False,False,False,False,False,2.5,,True,True,1.4189327375,1.43130639,0.6324158915549998,False
b1024,pgaA,pgaA;ycdS,partially deacetylated poly-beta-1%2C6-N-acetyl-D-glucosamine outer membrane porin,Function unknown,"mcaS,OmpR,NhaR,CsrA,Nac",P69434,1089866,1092289,-,False,False,False,False,False,False,False,False,False,,,False,True,2.302323358,2.142594373,0.8865499009415996,False
b1025,dgcT,dgcT;ycdT,putative diguanylate cyclase DgcT,Signal transduction mechanisms,"RpoD,YciT,ppGpp,CsrA,Nac",P75908,1092876,1094234,+,False,False,True,False,False,False,False,False,False,,,False,True,3.697896044,3.2956093,1.0657282251840003,True
b1026,insF-4,insF4,IS3 element protein InsF,"Replication, recombination and repair",,P0CF79,1094275,1095141,-,False,False,False,False,False,False,False,False,False,,,False,True,4.534224524000001,4.457243149185988,0.5811755960751459,True
b1027,insE-4,insE4,IS3 element protein InsE,"Replication, recombination and repair",,P0CF66,1095138,1095437,-,False,False,False,False,False,False,False,False,False,,,False,True,5.495356659,5.6357366426531135,0.6493755244223065,True
b1028,ymdE,ymdE,protein YmdE,Lipid transport and metabolism,,,1095544,1095846,+,False,False,False,False,False,False,True,False,False,,,False,False,0.316945152267898,0.5640048716272645,0.8361936226745824,False
b1029,ycdU,ycdU,uncharacterized protein YcdU,No COG annotation,,P75910,1095843,1096829,+,False,False,False,False,False,False,False,True,False,,,False,True,0.8597868005,1.044919277,0.5444580890699998,False
b1033,ghrA,ghrA;ycdW,glyoxylate/hydroxypyruvate reductase A,Amino acid transport and metabolism,YidZ,P75913,1097886,1098824,+,False,False,True,True,False,False,False,False,True,861.5,395.0,True,True,7.057000507,6.802900912,0.5820263027838001,False
b1034,ycdX,ycdX,zinc-binding phosphatase,Amino acid transport and metabolism,,P75914,1098879,1099616,+,False,False,False,False,False,False,False,True,True,214.0,388.0,True,True,7.653856168499999,7.350226011,0.3675270128123998,True
b1035,ycdY,ycdY,chaperone protein YcdY,Function unknown,,P75915,1099640,1100194,+,False,False,False,False,False,False,False,False,True,409.5,416.0,True,True,7.720579229000001,7.176024549,0.4560682524971993,True
b1036,ycdZ,ycdZ,putative inner membrane protein,Function unknown,"RpoD,Crp,CytR,ppGpp",P75916,1100296,1100787,+,False,False,False,False,False,False,False,True,False,,,False,True,6.020988646999999,5.957207405,0.5960176301183989,True
b1037,csgG,csgG,curli secretion channel,Cell wall/membrane/envelope biogenesis,"RpoD,RcsAB,RpoS,Crp,BasR,OmpR,ppGpp,CpxR,Cra,MqsA,MlrA,RcdA,IHF,CsgD,RstA,H-NS,FliZ,BtsR,gcvB,mcaS,omrA,omrB,rprA,rybB,rydC",P0AEA2,1100851,1101684,-,False,False,False,False,False,False,False,False,False,,,False,True,5.295119097500001,4.304240593,1.2869701990781997,True
b1038,csgF,csgF,curli assembly component,Function unknown,"RpoD,RcsAB,omrA,omrB,RpoS,Crp,BasR,OmpR,ppGpp,CpxR,Cra,MqsA,MlrA,RcdA,CsgD,RstA,H-NS,IHF,FliZ,BtsR,gcvB,mcaS,rprA,rybB,rydC",P0AE98,1101711,1102127,-,False,False,False,False,False,False,False,False,False,,,False,True,5.067119874,3.672296728,2.0003255908902,True
b1039,csgE,csgE,curli transport specificity factor,Function unknown,"RpoD,RcsAB,RpoS,Crp,BasR,OmpR,ppGpp,CpxR,Cra,MqsA,MlrA,RcdA,CsgD,RstA,H-NS,IHF,FliZ,BtsR,gcvB,mcaS,omrA,omrB,rprA,rybB,rydC",P0AE95,1102152,1102541,-,False,False,False,False,False,False,False,False,False,,,False,True,4.94759723,4.023361888999999,1.9734693427507275,True
b1040,csgD,csgD,DNA-binding transcriptional dual regulator CsgD,Transcription,"RpoD,RcsAB,omrB,omrA,mcaS,RpoS,Crp,BasR,OmpR,ppGpp,CpxR,Cra,MqsA,MlrA,RcdA,CsgD,RstA,H-NS,IHF,FliZ,BtsR,gcvB,rprA,rybB,rydC",P52106,1102546,1103196,-,False,False,False,False,False,False,False,False,False,,,False,True,6.009046678000001,5.283613942,1.751190204468599,True
